strength,discovery_net_sharpe,discovery_net_annualized_return,holdout_net_sharpe,holdout_net_annualized_return,total_turnover,selected_on_discovery
-0.75,0.38857341310359844,0.04794218125122485,0.26179979369745465,0.023996486917125415,11.255387301324173,False
-0.5,0.4951350478943808,0.06225922190068589,0.372728836713653,0.03625397058499513,8.099641803848993,False
-0.25,0.5842134109682758,0.07363982563589544,0.45905129337177075,0.045597646558461546,4.83021604605191,False
0.0,0.6341606173893236,0.07964546374520176,0.5115881100317441,0.05138457510533545,2.0881411661150473,True
0.25,0.6223151230258291,0.07748435889529515,0.5216379173226658,0.052755106387661455,4.7914900332671655,False
0.5,0.5635700250366201,0.06951328316611383,0.5127891638763061,0.052481717669627725,8.291904119051347,False
0.75,0.4713157614989109,0.05735654525698752,0.4975074166167949,0.05215184786192917,11.774607715669655,False
