date,gross_return,net_return,turnover,trading_cost,growth_gross,drawdown_gross,growth_net,drawdown_net,model
2021-01-21,-0.009675029328801987,-0.009675029328801932,0.0,0.0,1.0291458707359835,-0.009675029328801932,1.0281167248652479,-0.00967502932880182,Base Equity Minimum-Variance
2021-01-22,-0.0008720794458124199,-0.0008720794458124681,0.0,0.0,1.0282483737753718,-0.010538671380399212,1.027220125401597,-0.01053867138039899,Base Equity Minimum-Variance
2021-01-25,0.003810115199352529,0.003810115199352593,0.0,0.0,1.0321661185330029,-0.006768709733054101,1.0311339524144705,-0.006768709733053768,Base Equity Minimum-Variance
2021-01-26,-0.0027304174785212514,-0.0027304174785212076,0.0,0.0,1.029347874122223,-0.009480645808213062,1.0283185262481014,-0.009480645808212729,Base Equity Minimum-Variance
2021-01-27,-0.02125915617622548,-0.021259156176225424,0.0,0.0,1.007464806906593,-0.030538251454550247,1.006457342099687,-0.030538251454550025,Base Equity Minimum-Variance
2021-01-28,0.00042864494544536566,0.0004286449454453667,0.0,0.0,1.0078966516037877,-0.030122696576233565,1.0068887549521843,-0.030122696576233343,Base Equity Minimum-Variance
2021-01-29,-0.009663880694471704,-0.00966388069447166,0.0,0.0,0.9981564586103312,-0.039495475124796786,0.9971583021517213,-0.039495475124796564,Base Equity Minimum-Variance
2021-02-01,0.001301344439408067,0.001243335206864371,0.05793384066240152,5.7933840662401524e-05,0.9994554039674031,-0.03824552790232405,0.9983981041756036,-0.038301246032666714,Base Equity Minimum-Variance
2021-02-02,0.006216184710409521,0.0062161847104094115,0.0,0.0,1.0056682033682813,-0.032267084457702544,1.0046043312056818,-0.03232314894223509,Base Equity Minimum-Variance
2021-02-03,-0.003030716115194103,-0.003030716115194121,0.0,0.0,1.0026203085377947,-0.035200008200040434,1.001559660669703,-0.03525590276903612,Base Equity Minimum-Variance
2021-02-04,0.0022084698638620928,0.002208469863862028,0.0,0.0,1.0048345652740964,-0.033069276493496,1.0037715749971519,-0.03312529450396284,Base Equity Minimum-Variance
2021-02-05,0.014645475097521217,0.014645475097521121,0.0,0.0,1.0195508448769466,-0.018908116661353502,1.018472286602372,-0.018964955082197643,Base Equity Minimum-Variance
2021-02-08,0.003099778918961606,0.0030997789189615155,0.0,0.0,1.0227112270927055,-0.01586694872381622,1.0216293255259286,-0.015923963331199054,Base Equity Minimum-Variance
2021-02-09,-0.000973898225645541,-0.0009738982256455309,0.0,0.0,1.021715210443292,-0.01682539415625328,1.0206343625385315,-0.0168823532372111,Base Equity Minimum-Variance
2021-02-10,-0.006977492293123194,-0.006977492293123166,0.0,0.0,1.0145862004366573,-0.02368548739132237,1.0135128941398222,-0.02374204904073185,Base Equity Minimum-Variance
2021-02-11,-0.004987567993875255,-0.00498756799387523,0.0,0.0,1.0095258827763318,-0.02855492240636537,1.0084579296676306,-0.028611201950702436,Base Equity Minimum-Variance
2021-02-12,0.004151033894118606,0.004151033894118639,0.0,0.0,1.0137164589327263,-0.024522420962999614,1.0126440727144737,-0.024578934125632612,Base Equity Minimum-Variance
2021-02-16,-0.009736841940333661,-0.00973684194033364,0.0,0.0,1.0038460619997835,-0.03402049196642232,1.0027841174366372,-0.03407645486932298,Base Equity Minimum-Variance
2021-02-17,0.006662912779021108,0.006662912779021202,0.0,0.0,1.010534600754452,-0.0275842547580728,1.0094655805473052,-0.027640590536914478,Base Equity Minimum-Variance
2021-02-18,-0.009699905250785956,-0.009699905250786012,0.0,0.0,1.0007325108744929,-0.03701659535129198,0.9996738600620666,-0.03707238467841667,Base Equity Minimum-Variance
2021-02-19,-0.007601506432899077,-0.00760150643289903,0.0,0.0,0.9931254362554692,-0.04433671989650412,0.9920748327840038,-0.04439208514069981,Base Equity Minimum-Variance
2021-02-22,0.0016477496477974066,0.0016477496477973474,0.0,0.0,0.9947618583432778,-0.04276202606330071,0.9937095237403122,-0.04281748253555806,Base Equity Minimum-Variance
2021-02-23,-0.006434501544570955,-0.006434501544570925,0.0,0.0,0.9883610616292877,-0.04892137528511842,0.9873154982749504,-0.04897647492261925,Base Equity Minimum-Variance
2021-02-24,-0.0003668653603512528,-0.00036686536035124284,0.0,0.0,0.987998466192256,-0.04927029308749675,0.9869532864188953,-0.04932537251084923,Base Equity Minimum-Variance
2021-02-25,-0.008867448841909525,-0.008867448841909487,0.0,0.0,0.9792374403374111,-0.05770084012602694,0.9782015286422213,-0.057755431135410706,Base Equity Minimum-Variance
2021-02-26,-0.017646199054319342,-0.0176461990543193,0.0,0.0,0.9619576215437751,-0.07432883866988094,0.9609399897525612,-0.07438246635544654,Base Equity Minimum-Variance
2021-03-01,0.008794615371893187,0.00877376234193239,0.020671234404975394,2.0671234404975393e-05,0.9704176688293138,-0.06618791684512881,0.9693710488475091,-0.06626131809572366,Base Equity Minimum-Variance
2021-03-02,0.005125208223325695,0.005125208223325739,0.0,0.0,0.9753912614456584,-0.0614019354775025,0.9743392773185163,-0.06147571292479048,Base Equity Minimum-Variance
2021-03-03,-0.012529554669154955,-0.012529554669154952,0.0,0.0,0.963170043311559,-0.07316215123930014,0.9621312400770491,-0.07323500428802898,Base Equity Minimum-Variance
2021-03-04,-0.0037834355484695744,-0.0037834355484696047,0.0,0.0,0.959525951530473,-0.07666878250396847,0.9584910785410484,-0.07674135991788289,Base Equity Minimum-Variance
2021-03-05,0.01488081634717004,0.01488081634717009,0.0,0.0,0.9738044809955416,-0.06292886022880106,0.9727542082512187,-0.06300251765388298,Base Equity Minimum-Variance
