fund,family,method,rebalance_date,ticker,weight,asset_class,allocation_group
Equity Minimum-Variance,equity,min_variance,2023-04-03,INTC,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-04-03,KO,0.08267711341751455,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-04-03,MMM,0.06221138242756258,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-04-03,MRK,0.12444266797425499,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-04-03,MS,8.804079276567397e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-04-03,NEE,2.3993761538684534e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-04-03,NEM,0.08331012403599236,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-04-03,NKE,7.568059770889201e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-04-03,NUE,3.0508917015890633e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-04-03,NVDA,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-04-03,O,5.473420577486657e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-04-03,OXY,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-04-03,PLD,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-04-03,PSA,0.05133307442319501,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-04-03,QCOM,1.556330697355363e-17,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-04-03,SBUX,1.4010384359857242e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-04-03,SHW,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-04-03,SLB,2.6356734440108388e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-04-03,SO,1.2229339405794374e-17,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-04-03,T,0.021704636425802393,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-04-03,TMUS,6.686498027926671e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-04-03,TTWO,0.03167568470741862,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-04-03,UPS,0.01154759041121811,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-04-03,USB,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-04-03,V,2.0779982306781185e-19,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-04-03,WFC,3.627597878307551e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-04-03,WMT,0.19470773840167344,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-04-03,XOM,3.5502773930632314e-17,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-05-01,ABBV,0.12055353811523171,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-05-01,ABT,0.0,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-05-01,ADBE,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-05-01,AEP,6.23052997190573e-17,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-05-01,AMD,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-05-01,AMGN,0.0,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-05-01,AMT,2.9954507923702747e-19,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-05-01,BA,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-05-01,CAT,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-05-01,CCI,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-05-01,CMCSA,0.0,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-05-01,COP,3.2080310142998454e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-05-01,CVX,6.846212443430824e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-05-01,D,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-05-01,DD,6.043472578900283e-19,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-05-01,DIS,2.2474561951519498e-17,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-05-01,DOW,7.115416369557047e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-05-01,DUK,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-05-01,EA,0.10371920859231186,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-05-01,GE,2.5676760659536327e-18,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-05-01,GILD,0.11084902045346748,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-05-01,GS,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-05-01,INTC,1.3184631012064556e-18,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-05-01,KO,0.08629756059495126,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-05-01,MMM,0.06334984778155224,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-05-01,MRK,0.12030164165240381,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-05-01,MS,3.6463430996274996e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-05-01,NEE,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-05-01,NEM,0.08210076687049783,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-05-01,NKE,5.230162099906268e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-05-01,NUE,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-05-01,NVDA,1.8742828995113976e-17,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-05-01,O,9.37257430035984e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-05-01,OXY,1.3231504853300707e-19,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-05-01,PLD,8.649551302373556e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-05-01,PSA,0.05293067322539793,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-05-01,QCOM,9.068647163387151e-19,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-05-01,SBUX,3.601374211376634e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-05-01,SHW,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-05-01,SLB,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-05-01,SO,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-05-01,T,0.02073957482328393,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-05-01,TMUS,0.0,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-05-01,TTWO,0.031570854006082054,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-05-01,UPS,0.011293326361885384,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-05-01,USB,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-05-01,V,1.2152936172473813e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-05-01,WFC,8.755844202241035e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-05-01,WMT,0.1962939875229344,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-05-01,XOM,7.591027922179467e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-06-01,ABBV,0.11620940490827204,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-06-01,ABT,8.766528163363278e-18,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-06-01,ADBE,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-06-01,AEP,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-06-01,AMD,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-06-01,AMGN,8.702916710723641e-18,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-06-01,AMT,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-06-01,BA,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-06-01,CAT,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-06-01,CCI,2.485314247838029e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-06-01,CMCSA,1.9818726769575172e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-06-01,COP,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-06-01,CVX,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-06-01,D,1.5260315796682765e-17,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-06-01,DD,1.5369810819502008e-17,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-06-01,DIS,1.9572460626689174e-19,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-06-01,DOW,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-06-01,DUK,2.2525368049647386e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-06-01,EA,0.10674332598996318,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-06-01,GE,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-06-01,GILD,0.11156290635453876,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-06-01,GS,3.846768986110502e-20,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-06-01,INTC,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-06-01,KO,0.0888044472412428,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-06-01,MMM,0.0634926036103205,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-06-01,MRK,0.12349372952893585,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-06-01,MS,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-06-01,NEE,4.584176533417284e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-06-01,NEM,0.08092246964243979,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-06-01,NKE,0.0,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-06-01,NUE,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-06-01,NVDA,4.704432169066684e-18,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-06-01,O,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-06-01,OXY,2.3423084963115427e-17,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-06-01,PLD,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-06-01,PSA,0.053560806203597607,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-06-01,QCOM,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-06-01,SBUX,0.0,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-06-01,SHW,8.566278692400714e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-06-01,SLB,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-06-01,SO,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-06-01,T,0.016726611075561303,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-06-01,TMUS,1.5634578225886428e-17,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-06-01,TTWO,0.030050432941246225,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-06-01,UPS,0.011877214265656319,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-06-01,USB,6.002514019811418e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-06-01,V,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-06-01,WFC,1.8095701698949333e-19,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-06-01,WMT,0.19655604823822567,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-06-01,XOM,1.8380305764337546e-17,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-07-03,ABBV,0.11630388301080646,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-07-03,ABT,1.0623091223162837e-17,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-07-03,ADBE,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-07-03,AEP,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-07-03,AMD,1.0984858619589827e-17,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-07-03,AMGN,1.575900155979176e-18,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-07-03,AMT,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-07-03,BA,3.34170211917624e-18,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-07-03,CAT,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-07-03,CCI,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-07-03,CMCSA,1.846820532993162e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-07-03,COP,2.2810861509559502e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-07-03,CVX,1.0383543916306303e-17,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-07-03,D,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-07-03,DD,1.12174079408148e-17,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-07-03,DIS,9.146543621002423e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-07-03,DOW,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-07-03,DUK,6.352371250298909e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-07-03,EA,0.10652220646648587,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-07-03,GE,9.296189155405466e-18,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-07-03,GILD,0.10866417317874376,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-07-03,GS,1.1139019753196589e-17,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-07-03,INTC,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-07-03,KO,0.08889343441182278,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-07-03,MMM,0.053938796166294455,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-07-03,MRK,0.12307134885027779,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-07-03,MS,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-07-03,NEE,7.226234984768362e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-07-03,NEM,0.08064917516240741,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-07-03,NKE,2.453100200848784e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-07-03,NUE,9.95898035529705e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-07-03,NVDA,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-07-03,O,3.0307035871421414e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-07-03,OXY,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-07-03,PLD,4.362648394892116e-19,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-07-03,PSA,0.0541072336700195,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-07-03,QCOM,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-07-03,SBUX,0.0,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-07-03,SHW,2.8445859260684384e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-07-03,SLB,2.3293009281182466e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-07-03,SO,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-07-03,T,0.026327560392971915,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-07-03,TMUS,8.151163751321393e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-07-03,TTWO,0.031415642194287406,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-07-03,UPS,0.012472191178589519,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-07-03,USB,8.058197451070161e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-07-03,V,6.72908561779091e-19,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-07-03,WFC,5.2834440104111744e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-07-03,WMT,0.19763435531729312,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-07-03,XOM,1.1748818589144502e-17,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-08-01,ABBV,0.11843996193705068,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-08-01,ABT,3.0164928337320078e-18,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-08-01,ADBE,1.4168840737357117e-17,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-08-01,AEP,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-08-01,AMD,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-08-01,AMGN,4.9135724765868635e-18,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-08-01,AMT,2.080987973065756e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-08-01,BA,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-08-01,CAT,1.3695572209710491e-18,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-08-01,CCI,1.3646672751402635e-17,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-08-01,CMCSA,3.037044402088357e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-08-01,COP,6.40263187339819e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-08-01,CVX,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-08-01,D,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-08-01,DD,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-08-01,DIS,0.0,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-08-01,DOW,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-08-01,DUK,3.888191636548097e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-08-01,EA,0.1050001899941113,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-08-01,GE,3.92794943554725e-18,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-08-01,GILD,0.1072166859342348,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-08-01,GS,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-08-01,INTC,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-08-01,KO,0.0901451936418804,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-08-01,MMM,0.05118631828388163,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-08-01,MRK,0.12050374758055359,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-08-01,MS,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-08-01,NEE,1.927087167262123e-19,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-08-01,NEM,0.08192341076663162,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-08-01,NKE,5.485643570739172e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-08-01,NUE,8.634811577063536e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-08-01,NVDA,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-08-01,O,6.230707363790714e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-08-01,OXY,2.4678977580283747e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-08-01,PLD,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-08-01,PSA,0.055593192265857565,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-08-01,QCOM,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-08-01,SBUX,4.667059175328463e-18,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-08-01,SHW,5.073278049162921e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-08-01,SLB,3.200543062459582e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-08-01,SO,6.504000454150918e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-08-01,T,0.026837902394629253,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-08-01,TMUS,7.364643387870134e-19,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-08-01,TTWO,0.03208995213586997,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-08-01,UPS,0.013200149833306665,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-08-01,USB,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-08-01,V,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-08-01,WFC,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-08-01,WMT,0.19786329523199242,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-08-01,XOM,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-09-01,ABBV,0.12081586836840762,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-09-01,ABT,9.335921464942346e-18,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-09-01,ADBE,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-09-01,AEP,1.3124870644058885e-17,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-09-01,AMD,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-09-01,AMGN,2.015445683228981e-17,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-09-01,AMT,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-09-01,BA,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-09-01,CAT,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-09-01,CCI,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-09-01,CMCSA,2.5389468673579335e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-09-01,COP,8.101680154861205e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-09-01,CVX,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-09-01,D,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-09-01,DD,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-09-01,DIS,0.0,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-09-01,DOW,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-09-01,DUK,5.840307393942328e-18,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-09-01,EA,0.1011766869793761,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-09-01,GE,2.667897238269758e-19,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-09-01,GILD,0.10733929681309248,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-09-01,GS,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-09-01,INTC,5.904642115173038e-18,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-09-01,KO,0.09595165339414018,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-09-01,MMM,0.04867023001170308,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-09-01,MRK,0.11856620805369329,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-09-01,MS,8.902023591299132e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-09-01,NEE,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-09-01,NEM,0.08191690858648165,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-09-01,NKE,0.0,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-09-01,NUE,1.76577668409963e-18,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-09-01,NVDA,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-09-01,O,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-09-01,OXY,7.72253492544926e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-09-01,PLD,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-09-01,PSA,0.053111680485764076,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-09-01,QCOM,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-09-01,SBUX,0.0,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-09-01,SHW,0.0,Equity,Materials
Equity Minimum-Variance,equity,min_variance,2023-09-01,SLB,1.77099770958823e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-09-01,SO,1.2351532151819598e-17,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-09-01,T,0.027863558942494097,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-09-01,TMUS,4.511700049423283e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-09-01,TTWO,0.03267518115845184,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-09-01,UPS,0.013106560140947363,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-09-01,USB,8.870910825008365e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-09-01,V,0.0,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-09-01,WFC,3.1306741792664357e-18,Equity,Financials
Equity Minimum-Variance,equity,min_variance,2023-09-01,WMT,0.19880616706544804,Equity,Consumer
Equity Minimum-Variance,equity,min_variance,2023-09-01,XOM,1.0123114535485348e-17,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-10-02,ABBV,0.12041784494072459,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-10-02,ABT,0.0,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-10-02,ADBE,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-10-02,AEP,0.0,Equity,Utilities
Equity Minimum-Variance,equity,min_variance,2023-10-02,AMD,0.0,Equity,Tech
Equity Minimum-Variance,equity,min_variance,2023-10-02,AMGN,9.894295124898118e-18,Equity,Healthcare
Equity Minimum-Variance,equity,min_variance,2023-10-02,AMT,2.9767527468579475e-18,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-10-02,BA,9.58122612308355e-18,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-10-02,CAT,0.0,Equity,Industrials
Equity Minimum-Variance,equity,min_variance,2023-10-02,CCI,0.0,Equity,RealEstate
Equity Minimum-Variance,equity,min_variance,2023-10-02,CMCSA,3.2660836352261052e-18,Equity,Comm
Equity Minimum-Variance,equity,min_variance,2023-10-02,COP,4.1293382685724645e-18,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-10-02,CVX,0.0,Equity,Energy
Equity Minimum-Variance,equity,min_variance,2023-10-02,D,0.0,Equity,Utilities
