date,fund,family,method,periods_per_year,gross_return,net_return,turnover,trading_cost,growth_gross,drawdown_gross,growth_net,drawdown_net
2021-01-16,Crypto Equal-Weight,crypto,equal_weight,365,0.031428311360566195,0.03142831136056623,0.0,0.0,1.4569323615083813,-0.08979657299945565,1.4554754291468726,-0.08979657299945576
2021-01-17,Crypto Equal-Weight,crypto,equal_weight,365,0.008601021522056756,0.008601021522056662,0.0,0.0,1.4694634681058958,-0.08196789373437419,1.4679940046377895,-0.0819678937343743
2021-01-18,Crypto Equal-Weight,crypto,equal_weight,365,0.02078919046585746,0.020789190465857477,0.0,0.0,1.5000124240269688,-0.06288274942344574,1.4985124116029414,-0.06288274942344596
2021-01-19,Crypto Equal-Weight,crypto,equal_weight,365,0.009739555911656511,0.009739555911656428,0.0,0.0,1.5146218788989587,-0.053755643565677635,1.5131072570200592,-0.05375564356567786
2021-01-20,Crypto Equal-Weight,crypto,equal_weight,365,-0.005084207126728092,-0.00508420712672808,0.0,0.0,1.5069212275479624,-0.05856654586628729,1.505414306320414,-0.0585665458662874
2021-01-21,Crypto Equal-Weight,crypto,equal_weight,365,-0.13632142136362066,-0.1363214213636207,0.0,0.0,1.3014955839256122,-0.18690409245305795,1.300194088341686,-0.18690409245305817
2021-01-22,Crypto Equal-Weight,crypto,equal_weight,365,0.06542067991706757,0.06542067991706757,0.0,0.0,1.3866403099350866,-0.13371080534355184,1.385253669625151,-0.13371080534355206
2021-01-23,Crypto Equal-Weight,crypto,equal_weight,365,-0.003370614543124268,-0.003370614543124262,0.0,0.0,1.381966479940337,-0.13663073230161227,1.3805845134603962,-0.1366307323016125
2021-01-24,Crypto Equal-Weight,crypto,equal_weight,365,0.030097130985485887,0.03009713098548583,0.0,0.0,1.423559706104652,-0.11064579436285094,1.422136146398547,-0.11064579436285116
2021-01-25,Crypto Equal-Weight,crypto,equal_weight,365,-0.02453635701903001,-0.02453635701903001,0.0,0.0,1.3886307369177628,-0.13246730666873996,1.3872421061808446,-0.13246730666874007
2021-01-26,Crypto Equal-Weight,crypto,equal_weight,365,-0.0011297461414654084,-0.0011297461414654375,0.0,0.0,1.3870619367008097,-0.13344739838162611,1.3856748747641086,-0.13344739838162611
2021-01-27,Crypto Equal-Weight,crypto,equal_weight,365,-0.07662081540181953,-0.07662081540181953,0.0,0.0,1.2807841200979666,-0.19984336530619395,1.2795033359778685,-0.19984336530619395
2021-01-28,Crypto Equal-Weight,crypto,equal_weight,365,0.10099905186354681,0.10099905186354685,0.0,0.0,1.4101421018697484,-0.11902830385979313,1.4087319597678785,-0.11902830385979313
2021-01-29,Crypto Equal-Weight,crypto,equal_weight,365,0.025439361240874876,0.02543936124087498,0.0,0.0,1.4460152162001796,-0.09661694663869613,1.4445692009839792,-0.09661694663869613
2021-01-30,Crypto Equal-Weight,crypto,equal_weight,365,0.07253570940506218,0.07253570940506227,0.0,0.0,1.550902955717774,-0.031089415998622694,1.5493520527620561,-0.031089415998622694
2021-01-31,Crypto Equal-Weight,crypto,equal_weight,365,-0.01632934939510538,-0.01632934939510533,0.0,0.0,1.525577719475957,-0.0469110954573968,1.5240521417564807,-0.0469110954573968
2021-02-01,Crypto Equal-Weight,crypto,equal_weight,365,0.018638160220836718,0.018491124373168244,0.14434551287242162,0.00014434551287242163,1.5540116814408886,-0.029147271749829895,1.5522335794608932,-0.02928740998481294
2021-02-02,Crypto Equal-Weight,crypto,equal_weight,365,0.042433276503177984,0.042433276503178075,0.0,0.0,1.6199534888086387,0.0,1.6180999361356752,0.0
2021-02-03,Crypto Equal-Weight,crypto,equal_weight,365,0.04689380394391243,0.046893803943912404,0.0,0.0,1.695919270111088,0.0,1.6939787973024787,0.0
2021-02-04,Crypto Equal-Weight,crypto,equal_weight,365,-0.022295607178778383,-0.02229560717877843,0.0,0.0,1.6581077202577705,-0.02229560717877843,1.6562105114686432,-0.02229560717877843
2021-02-05,Crypto Equal-Weight,crypto,equal_weight,365,0.0874608026214741,0.08746080262147404,0.0,0.0,1.8031271523043777,0.0,1.8010640121118127,0.0
2021-02-06,Crypto Equal-Weight,crypto,equal_weight,365,0.0275719110509996,0.027571911050999542,0.0,0.0,1.8528428137613562,0.0,1.850722788850916,0.0
2021-02-07,Crypto Equal-Weight,crypto,equal_weight,365,0.00019944480526961055,0.00019944480526956632,0.0,0.0,1.8532123536355418,0.0,1.8510919058971462,0.0
2021-02-08,Crypto Equal-Weight,crypto,equal_weight,365,0.0776056515364658,0.07760565153646581,0.0,0.0,1.9970321057748552,0.0,1.9947470993081726,0.0
2021-02-09,Crypto Equal-Weight,crypto,equal_weight,365,0.0625844262586896,0.06258442625868965,0.0,0.0,2.1220152143349575,0.0,2.11958720204956,0.0
2021-02-10,Crypto Equal-Weight,crypto,equal_weight,365,0.055186137579711,0.055186137579710914,0.0,0.0,2.239121037899486,0.0,2.2365590329940614,0.0
2021-02-11,Crypto Equal-Weight,crypto,equal_weight,365,0.07265675787478856,0.07265675787478854,0.0,0.0,2.401808313002494,0.0,2.399060161126982,0.0
2021-02-12,Crypto Equal-Weight,crypto,equal_weight,365,0.04505755537995468,0.045057555379954595,0.0,0.0,2.5100279240776393,0.0,2.5071559471968037,0.0
2021-02-13,Crypto Equal-Weight,crypto,equal_weight,365,0.09119036415089893,0.09119036415089887,0.0,0.0,2.738918284503204,0.0,2.735784411004772,0.0
2021-02-14,Crypto Equal-Weight,crypto,equal_weight,365,-0.033388878029242564,-0.03338887802924262,0.0,0.0,2.647468875969864,-0.03338887802924262,2.6444396389914306,-0.03338887802924262
2021-02-15,Crypto Equal-Weight,crypto,equal_weight,365,-0.04309076243020998,-0.04309076243020993,0.0,0.0,2.5333874235940717,-0.0750408882484832,2.530488718746621,-0.0750408882484831
2021-02-16,Crypto Equal-Weight,crypto,equal_weight,365,-0.0008328998028954647,-0.0008328998028954704,0.0,0.0,2.531277365708302,-0.07581128651034752,2.5283810751915476,-0.0758112865103473
2021-02-17,Crypto Equal-Weight,crypto,equal_weight,365,0.041589772789004546,0.04158977278900444,0.0,0.0,2.6365526162140602,-0.03737448790215048,2.633535869632783,-0.037374487902150366
2021-02-18,Crypto Equal-Weight,crypto,equal_weight,365,0.002780592962763938,0.002780592962764006,0.0,0.0,2.643883795864662,-0.034697818177434225,2.6408586609390703,-0.034697818177434
2021-02-19,Crypto Equal-Weight,crypto,equal_weight,365,0.04636719416163362,0.04636719416163371,0.0,0.0,2.766473269168316,0.0,2.763307867224264,0.0
2021-02-20,Crypto Equal-Weight,crypto,equal_weight,365,-0.003743365890648798,-0.003743365890648831,0.0,0.0,2.7561173474951195,-0.003743365890648831,2.752963794808735,-0.003743365890648942
2021-02-21,Crypto Equal-Weight,crypto,equal_weight,365,0.01954559598707776,0.019545595987077835,0.0,0.0,2.809987303662236,0.0,2.8067721129091194,0.0
2021-02-22,Crypto Equal-Weight,crypto,equal_weight,365,-0.06251218887363903,-0.06251218887363907,0.0,0.0,2.6343288466031742,-0.06251218887363907,2.6313146444616815,-0.06251218887363907
2021-02-23,Crypto Equal-Weight,crypto,equal_weight,365,-0.15607592423886776,-0.15607592423886774,0.0,0.0,2.2231735371204735,-0.2088314654578589,2.220629779364057,-0.2088314654578589
2021-02-24,Crypto Equal-Weight,crypto,equal_weight,365,0.04698911565310231,0.046989115653102376,0.0,0.0,2.327638495573144,-0.17165515568716272,2.324975208889318,-0.1716551556871626
2021-02-25,Crypto Equal-Weight,crypto,equal_weight,365,-0.043451980032714874,-0.04345198003271489,0.0,0.0,2.2264979941401215,-0.2076483793224464,2.2239504325361024,-0.2076483793224464
2021-02-26,Crypto Equal-Weight,crypto,equal_weight,365,0.020954801133944784,0.020954801133944878,0.0,0.0,2.2731538168324548,-0.19104480868298934,2.270552871581647,-0.19104480868298923
2021-02-27,Crypto Equal-Weight,crypto,equal_weight,365,0.03707054103927273,0.03707054103927265,0.0,0.0,2.3574208586879215,-0.16105640206433947,2.354723494989453,-0.16105640206433935
2021-02-28,Crypto Equal-Weight,crypto,equal_weight,365,-0.03878448741791681,-0.038784487417916846,0.0,0.0,2.2659894990554053,-0.19359439948281698,2.263396751225361,-0.19359439948281698
2021-03-01,Crypto Equal-Weight,crypto,equal_weight,365,0.06607202453353705,0.06590642450399575,0.15533662429037423,0.00015533662429037423,2.4157080128297315,-0.14031354886146385,2.412569138332585,-0.14044708965273178
2021-03-02,Crypto Equal-Weight,crypto,equal_weight,365,-0.0157906759639014,-0.01579067596390138,0.0,0.0,2.377562350375737,-0.15388857904194886,2.3744730408286663,-0.15402001113385388
2021-03-03,Crypto Equal-Weight,crypto,equal_weight,365,0.03360946653570951,0.0336094665357094,0.0,0.0,2.457470952627253,-0.12545122555377775,2.4542778130343414,-0.12558707500817734
2021-03-04,Crypto Equal-Weight,crypto,equal_weight,365,-0.014803966327147302,-0.014803966327147311,0.0,0.0,2.4210906353946164,-0.13839801616212755,2.4179447669327163,-0.13853185450577865
2021-03-05,Crypto Equal-Weight,crypto,equal_weight,365,-0.010203817225251927,-0.010203817225251877,0.0,0.0,2.396386269065281,-0.14718964532612366,2.3932725004701805,-0.1473221180077785
2021-03-06,Crypto Equal-Weight,crypto,equal_weight,365,0.010593244266252348,0.01059324426625241,0.0,0.0,2.4217717741697826,-0.13815561692627387,2.4186250206633657,-0.1382894929234041
2021-03-07,Crypto Equal-Weight,crypto,equal_weight,365,0.029012435833162275,0.029012435833162264,0.0,0.0,2.492033272370447,-0.11315141206417623,2.4887952238798423,-0.11328917213008272
2021-03-08,Crypto Equal-Weight,crypto,equal_weight,365,0.018834782666280483,0.01883478266628047,0.0,0.0,2.538970177452684,-0.09644781165250715,2.535671141022496,-0.09658816639931511
2021-03-09,Crypto Equal-Weight,crypto,equal_weight,365,0.04192374196527223,0.041923741965272265,0.0,0.0,2.645413308029732,-0.05856752285606981,2.6419759636475106,-0.05871376179906651
2021-03-10,Crypto Equal-Weight,crypto,equal_weight,365,-0.027403279685151577,-0.02740327968515155,0.0,0.0,2.5729203072669713,-0.08436586033192994,2.5695771573942303,-0.0845080918482709
2021-03-11,Crypto Equal-Weight,crypto,equal_weight,365,0.0033366522930260677,0.0033366522930260434,0.0,0.0,2.581505247709987,-0.0813107075802334,2.578150942908557,-0.08145341367368963
2021-03-12,Crypto Equal-Weight,crypto,equal_weight,365,-0.017533039571117803,-0.017533039571117848,0.0,0.0,2.5362436140488396,-0.09741812329779143,2.5329481204062265,-0.09755832731966407
